"date","station","dchl","cchl","ddo","do","dspm","cspm","ext","sal","tem","no2","no32","nh","po4","dSi","chl_merge","spm_merge","do_merge","ext_calc_linear","ext_calc_log","ext_merge"
1984-03-09,"27",NA,2.9,NA,NA,NA,11,NA,21.01,14,NA,NA,NA,NA,NA,2.9,11,NA,1.2588,1.16114104560199,1.16114104560199
1984-03-09,"30",3.8,4.23333333333333,NA,NA,NA,15.3333333333333,1.4,19.72,14.3333333333333,NA,NA,NA,NA,NA,4.3,15.3333333333333,NA,1.41826666666667,1.4233328834746,1.4
1984-03-09,"32",4.2,4.33333333333333,NA,NA,NA,15.3333333333333,1.5,18.9433333333333,14.4333333333333,NA,NA,NA,NA,NA,4.43333333333333,15.3333333333333,NA,1.41826666666667,1.4233328834746,1.5
1984-03-20,"21",3.3,3.3,NA,NA,NA,30,2.2,23.785,14.65,NA,NA,NA,NA,NA,3.3,30,NA,1.958,2.14776415767314,2.2
1984-03-20,"24",2.3,1.95,NA,NA,NA,22,1.6,23.5,14.7,NA,NA,NA,NA,NA,2.05,22,NA,1.6636,1.77589123888241,1.6
1984-03-20,"27",3,3,NA,NA,NA,20.5,1.6,21.86,15.25,NA,NA,NA,NA,NA,3.15,20.5,NA,1.6084,1.70065561844587,1.6
1984-03-20,"30",7.2,6.2,NA,NA,NA,23,1.9,20.63,15.45,NA,NA,NA,NA,NA,6.8,23,NA,1.7004,1.82494770856468,1.9
1984-03-20,"32",10.4,9.9,NA,NA,NA,23.5,2.6,19.745,16.05,NA,NA,NA,NA,NA,10.35,23.5,NA,1.7188,1.84916583533076,2.6
1984-03-20,"34",NA,12,NA,NA,NA,57,NA,19.21,15.8,NA,NA,NA,NA,NA,12,57,NA,2.9516,3.18318989803568,3.18318989803568
1984-03-20,"36",12.2,15,NA,NA,NA,71,4.8,18.105,16.05,NA,NA,NA,NA,NA,13.75,71,NA,3.4668,3.64193867921176,4.8
1984-03-27,"21",4.4,4.4,NA,NA,NA,8,NA,22.71,15,NA,NA,NA,NA,NA,4.4,8,NA,1.1484,0.955224435103823,0.955224435103823
1984-03-27,"22",NA,3.7,NA,NA,NA,8,NA,23.22,14.9,NA,NA,NA,NA,NA,3.7,8,NA,1.1484,0.955224435103823,0.955224435103823
1984-03-27,"24",NA,3.4,NA,NA,NA,8,NA,22.9,14.9,NA,NA,NA,NA,NA,3.4,8,NA,1.1484,0.955224435103823,0.955224435103823
1984-03-27,"30",NA,11.2,NA,NA,NA,40,NA,20.91,NA,NA,NA,NA,NA,NA,11.2,40,NA,2.326,2.561969976906,2.561969976906
1984-03-27,"32",NA,11.2,NA,NA,NA,92,NA,19.17,NA,NA,NA,NA,NA,NA,11.2,92,NA,4.2396,4.26887265495423,4.26887265495423
1984-04-04,"21",3,3.3,NA,NA,NA,14,1.5,24.33,13.5,NA,NA,NA,NA,NA,3,14,NA,1.3692,1.34613230652432,1.5
1984-04-04,"22",NA,3.7,NA,NA,NA,12,NA,24.79,15.5,NA,NA,NA,NA,NA,3.7,12,NA,1.2956,1.22475540630535,1.22475540630535
1984-04-04,"24",4.9,3.6,NA,NA,NA,13,1.1,24,14.4,NA,NA,NA,NA,NA,4.9,13,NA,1.3324,1.28634817983412,1.1
1984-04-04,"27",5.6,5.1,NA,NA,NA,22,2,22.44,14.9,NA,NA,NA,NA,NA,5.6,22,NA,1.6636,1.77589123888241,2
1984-04-04,"30",6.3,6.3,NA,NA,NA,29,2.6,21.81,15.1,NA,NA,NA,NA,NA,6.3,29,NA,1.9212,2.10359066101863,2.6
1984-04-04,"32",9.1,8.6,NA,NA,NA,39,2.8,21.29,15.3,NA,NA,NA,NA,NA,9.1,39,NA,2.2892,2.52251562756643,2.8
1984-04-10,"21",6.3,6.55,NA,NA,NA,3,0.8,24.9,13.7,NA,NA,NA,NA,NA,6.45,3,NA,0.9644,0.523584269888023,0.8
1984-04-10,"22",NA,4.7,NA,NA,NA,4,NA,25.45,NA,NA,NA,NA,NA,NA,4.7,4,NA,1.0012,0.62455981260374,0.62455981260374
1984-04-10,"24",10.3,8.2,NA,NA,NA,9,1,24.76,13.9,NA,NA,NA,NA,NA,10.3,9,NA,1.1852,1.02674339952874,1
1984-04-10,"27",13.2,11.2,NA,NA,NA,10,1.2,22.34,15,NA,NA,NA,NA,NA,13.2,10,NA,1.222,1.09524495497424,1.2
1984-04-10,"30",6.8,11.1,NA,NA,NA,45,NA,20.75,14.9,NA,NA,NA,NA,NA,6.8,45,NA,2.51,2.75378818517465,2.75378818517465
1984-04-19,"21",16.3,12.8333333333333,NA,NA,NA,NA,1.9,25.34,14.6,NA,NA,NA,NA,NA,13.8333333333333,NA,NA,NA,NA,1.9
1984-04-19,"22",12.5,12.5,NA,NA,NA,NA,NA,25.37,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA
1984-04-19,"24",NA,11.8,NA,NA,NA,NA,NA,25.31,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
1984-04-19,"27",11.1,13.2,NA,NA,NA,NA,NA,23.23,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
1984-04-19,"30",16.2,16.8,NA,NA,NA,NA,NA,22.19,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA
1984-04-19,"32",NA,16.2,NA,NA,NA,NA,NA,20.92,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA
1984-04-27,"30",NA,NA,NA,NA,NA,NA,NA,23.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-04-27,"32",NA,NA,NA,NA,NA,NA,NA,23.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-05-01,"21",3.6,3.7,NA,NA,NA,21,2,26.945,14.4,NA,NA,NA,NA,NA,3.6,21,NA,1.6268,1.72596382528548,2
1984-05-01,"22",NA,4,NA,NA,NA,22,NA,26.49,NA,NA,NA,NA,NA,NA,4,22,NA,1.6636,1.77589123888241,1.77589123888241
1984-05-01,"24",3.95,3.8,NA,NA,NA,19.6666666666667,1.6,26.4033333333333,14.5,NA,NA,NA,NA,NA,4,19.6666666666667,NA,1.57773333333333,1.65793773144059,1.6
1984-05-01,"27",4,5.45,NA,NA,NA,44,3.5,24.57,15.2,NA,NA,NA,NA,NA,4.75,44,NA,2.4732,2.71611248632093,3.5
1984-05-01,"30",6.35,5.5,NA,NA,NA,34.5,2.6,23.945,15.55,NA,NA,NA,NA,NA,6.35,34.5,NA,2.1236,2.33988420956403,2.6
1984-05-01,"32",6.1,5.7,NA,NA,NA,43,2.8,23.33,15.8,NA,NA,NA,NA,NA,6.1,43,NA,2.4364,2.67810391663568,2.8
1984-05-01,"34",NA,5.6,NA,NA,NA,41,NA,23.96,NA,NA,NA,NA,NA,NA,5.6,41,NA,2.3628,2.60104439903626,2.60104439903626
1984-05-01,"36",NA,5.7,NA,NA,NA,39,3.1,21.42,16.6,NA,NA,NA,NA,NA,5.7,39,NA,2.2892,2.52251562756643,3.1
1984-05-08,"21",2.6,2.63333333333333,NA,NA,NA,13,1.2,27.11,15.95,NA,NA,NA,NA,NA,2.56666666666667,13,NA,1.3324,1.28634817983412,1.2
1984-05-08,"22",NA,3.5,NA,NA,NA,14,NA,27.2,NA,NA,NA,NA,NA,NA,3.5,14,NA,1.3692,1.34613230652432,1.34613230652432
1984-05-08,"24",3.3,2.53333333333333,NA,NA,NA,10.6666666666667,1.2,27.57,15.3,NA,NA,NA,NA,NA,2.76666666666667,10.6666666666667,NA,1.24653333333333,1.13944369320062,1.2
1984-05-08,"27",7,7.33333333333333,NA,NA,NA,8.33333333333333,1,25.7266666666667,16.65,NA,NA,NA,NA,NA,7.56666666666667,8.33333333333333,NA,1.16066666666667,0.979429447888841,1
1984-05-08,"30",5.2,4.93333333333333,NA,NA,NA,11.6666666666667,1.3,24.16,16.65,NA,NA,NA,NA,NA,4.86666666666667,11.6666666666667,NA,1.28333333333333,1.20378698461611,1.3
1984-05-08,"32",2.2,3.76666666666667,NA,NA,NA,15,1.5,23.5633333333333,17.0333333333333,NA,NA,NA,NA,NA,3.36666666666667,15,NA,1.406,1.40428482620167,1.5
1984-05-17,"21",2.9,2.6,NA,NA,NA,27,2.2,29.54,NA,NA,NA,NA,NA,NA,2.9,27,NA,1.8476,2.0134333078824,2.2
1984-05-17,"22",NA,2.5,NA,NA,NA,23,NA,26.98,NA,NA,NA,NA,NA,NA,2.5,23,NA,1.7004,1.82494770856468,1.82494770856468
1984-05-17,"24",NA,2.5,NA,NA,NA,28,NA,27.61,NA,NA,NA,NA,NA,NA,2.5,28,NA,1.8844,2.0588235844283,2.0588235844283
1984-05-17,"27",NA,2.9,NA,NA,NA,53,NA,25.95,NA,NA,NA,NA,NA,NA,2.9,53,NA,2.8044,3.04433450048265,3.04433450048265
1984-05-17,"30",3.2,3.3,NA,NA,NA,61,NA,24.87,NA,NA,NA,NA,NA,NA,3.2,61,NA,3.0988,3.31832141824277,3.31832141824277
1984-05-17,"32",NA,3,NA,NA,NA,46,NA,23.81,NA,NA,NA,NA,NA,NA,3,46,NA,2.5468,2.79114123071784,2.79114123071784
1984-05-25,"21",3,2.6,NA,NA,NA,10.6666666666667,1,28.2,15.65,NA,NA,NA,NA,NA,2.76666666666667,10.6666666666667,NA,1.24653333333333,1.13944369320062,1
1984-05-25,"24",NA,2,NA,NA,NA,8,1,28.445,16.5,NA,NA,NA,NA,NA,2,8,NA,1.1484,0.955224435103823,1
1984-05-25,"27",NA,1.25,NA,NA,NA,8,1.1,27.705,17.25,NA,NA,NA,NA,NA,1.25,8,NA,1.1484,0.955224435103823,1.1
1984-05-25,"30",NA,2.3,NA,NA,NA,17,1.6,26.43,18.3,NA,NA,NA,NA,NA,2.3,17,NA,1.4796,1.51626967809365,1.6
1984-05-25,"32",NA,3.4,NA,NA,NA,24,2.2,25.33,18.9,NA,NA,NA,NA,NA,3.4,24,NA,1.7372,1.87318534993646,2.2
1984-05-25,"34",NA,4.2,NA,NA,NA,44,NA,23.48,NA,NA,NA,NA,NA,NA,4.2,44,NA,2.4732,2.71611248632093,2.71611248632093
1984-05-25,"36",NA,10.6,NA,NA,NA,34,2.6,19.33,NA,NA,NA,NA,NA,NA,10.6,34,NA,2.1052,2.31903785273006,2.6
1984-05-31,"21",3.1,2.2,NA,NA,NA,NA,NA,28.92,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA
1984-05-31,"22",NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA
1984-05-31,"24",NA,1.5,NA,NA,NA,NA,NA,28.35,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA
1984-05-31,"27",NA,1.7,NA,NA,NA,NA,NA,27.13,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA
1984-05-31,"30",NA,2.8,NA,NA,NA,NA,NA,26.21,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
1984-05-31,"32",NA,2.6,NA,NA,NA,NA,NA,24.96,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
1984-06-11,"21",3.3,2.8,NA,NA,NA,16.5,1.5,29.585,15.8,NA,NA,NA,NA,NA,2.9,16.5,NA,1.4612,1.48877449196483,1.5
1984-06-11,"22",NA,4.1,NA,NA,NA,20,NA,29.53,NA,NA,NA,NA,NA,NA,4.1,20,NA,1.59,1.67510736730568,1.67510736730568
1984-06-11,"24",2.7,2.55,NA,NA,NA,19.5,1.4,29.75,16.05,NA,NA,NA,NA,NA,2.6,19.5,NA,1.5716,1.64931070620242,1.4
1984-06-11,"27",1.5,1.25,NA,NA,NA,12,1.2,28.78,17.6,NA,NA,NA,NA,NA,1.2,12,NA,1.2956,1.22475540630535,1.2
1984-06-11,"30",2.3,1.6,NA,NA,NA,12.5,1.3,27.715,18.35,NA,NA,NA,NA,NA,1.95,12.5,NA,1.314,1.25579022825787,1.3
1984-06-11,"32",1.9,2.15,NA,NA,NA,16,1.8,27.465,18.65,NA,NA,NA,NA,NA,1.95,16,NA,1.4428,1.46095490456786,1.8
1984-07-03,"21",1.4,1.3,NA,NA,NA,10.5,1,30.035,18,NA,NA,NA,NA,NA,1.35,10.5,NA,1.2404,1.12849672146836,1
1984-07-03,"22",NA,1.1,NA,NA,NA,9,NA,29.13,NA,NA,NA,NA,NA,NA,1.1,9,NA,1.1852,1.02674339952874,1.02674339952874
1984-07-03,"24",1.2,1.1,NA,NA,NA,7.5,0.9,29.54,20.3,NA,NA,NA,NA,NA,1.15,7.5,NA,1.13,0.918171516204426,0.9
1984-07-03,"27",1.2,1.35,NA,NA,NA,11,1.3,28.755,21.3,NA,NA,NA,NA,NA,1.25,11,NA,1.2588,1.16114104560199,1.3
1984-07-03,"30",1.9,1.65,NA,NA,NA,15.5,1.3,28.045,22.1,NA,NA,NA,NA,NA,1.85,15.5,NA,1.4244,1.4327967651996,1.3
1984-07-03,"32",2.8,2.15,NA,NA,NA,18,1.6,27.335,22.95,NA,NA,NA,NA,NA,2.55,18,NA,1.5164,1.57033860331594,1.6
1984-07-25,"21",3.5,2.9,NA,NA,NA,12,NA,30.44,17.8,NA,NA,NA,NA,NA,3.5,12,NA,1.2956,1.22475540630535,1.22475540630535
1984-07-25,"22",NA,4.9,NA,NA,NA,9,NA,30.05,18,NA,NA,NA,NA,NA,4.9,9,NA,1.1852,1.02674339952874,1.02674339952874
1984-07-25,"24",NA,4.2,NA,NA,NA,NA,NA,30.62,19.3,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA
1984-07-25,"27",1.8,2,NA,NA,NA,22,NA,30.02,21.5,NA,NA,NA,NA,NA,1.8,22,NA,1.6636,1.77589123888241,1.77589123888241
1984-07-25,"30",NA,5.5,NA,NA,NA,15,NA,29.98,21.4,NA,NA,NA,NA,NA,5.5,15,NA,1.406,1.40428482620167,1.40428482620167
1984-07-25,"32",NA,6.5,NA,NA,NA,21,NA,27.87,21,NA,NA,NA,NA,NA,6.5,21,NA,1.6268,1.72596382528548,1.72596382528548
1984-08-07,"21",2.8,2.4,NA,NA,NA,9.33333333333333,1,30.0166666666667,17.3,NA,NA,NA,NA,NA,2.5,9.33333333333333,NA,1.19746666666667,1.04989001514488,1
1984-08-07,"22",NA,2.2,NA,NA,NA,9,NA,30.3,17.4,NA,NA,NA,NA,NA,2.2,9,NA,1.1852,1.02674339952874,1.02674339952874
1984-08-07,"24",2.8,2.5,NA,NA,NA,6.5,0.9,30.12,NA,NA,NA,NA,NA,NA,2.6,6.5,NA,1.0932,0.841060329505747,0.9
1984-08-07,"27",1.8,2.25,NA,NA,NA,4,0.8,30.755,NA,NA,NA,NA,NA,NA,1.85,4,NA,1.0012,0.62455981260374,0.8
1984-08-07,"30",4.1,4.75,NA,NA,NA,7,1,30.345,NA,NA,NA,NA,NA,NA,4.45,7,NA,1.1116,0.880149324290776,1
1984-08-07,"32",7.8,7.05,NA,NA,NA,12,1.3,30.1,NA,NA,NA,NA,NA,NA,7.35,12,NA,1.2956,1.22475540630535,1.3
1984-08-21,"21",4.8,4.1,NA,NA,NA,7,1,29.94,NA,NA,NA,NA,NA,NA,4.4,7,NA,1.1116,0.880149324290776,1
1984-08-21,"22",NA,4,NA,NA,NA,83,NA,30.04,NA,NA,NA,NA,NA,NA,4,83,NA,3.9084,4.00780084027351,4.00780084027351
1984-08-21,"24",3.4,3,NA,NA,NA,4.5,0.8,30.45,NA,NA,NA,NA,NA,NA,3.15,4.5,NA,1.0196,0.671321462931482,0.8
1984-08-21,"27",1.4,2.3,NA,NA,NA,3,0.7,30.58,NA,NA,NA,NA,NA,NA,1.85,3,NA,0.9644,0.523584269888023,0.7
1984-08-21,"30",NA,5.2,NA,NA,NA,7.5,1,30.63,NA,NA,NA,NA,NA,NA,5.2,7.5,NA,1.13,0.918171516204426,1
1984-08-21,"32",6.7,6.65,NA,NA,NA,12,1.2,30.585,NA,NA,NA,NA,NA,NA,6.6,12,NA,1.2956,1.22475540630535,1.2
1984-09-06,"21",3.6,3.4,NA,NA,NA,10.6666666666667,1.1,30.11,19.5,NA,NA,NA,NA,NA,3.26666666666667,10.6666666666667,NA,1.24653333333333,1.13944369320062,1.1
1984-09-06,"22",NA,4.8,NA,NA,NA,10,NA,30.44,NA,NA,NA,NA,NA,NA,4.8,10,NA,1.222,1.09524495497424,1.09524495497424
1984-09-06,"24",3.8,3.4,NA,NA,NA,8,1.1,30.41,18.9,NA,NA,NA,NA,NA,3.8,8,NA,1.1484,0.955224435103823,1.1
1984-09-06,"27",3,2.9,NA,NA,NA,9,1,30.78,20.7,NA,NA,NA,NA,NA,3,9,NA,1.1852,1.02674339952874,1
1984-09-06,"30",2.3,2.8,NA,NA,NA,6,0.8,30.73,21.8,NA,NA,NA,NA,NA,2.3,6,NA,1.0748,0.800788776895504,0.8
1984-09-11,"21",NA,NA,NA,NA,NA,NA,NA,29.915,NA,0.61,13.4,4.96,2.28,50.55,NA,NA,NA,NA,NA,NA
1984-09-11,"22",NA,NA,NA,NA,NA,NA,NA,29.97,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-09-11,"24",NA,NA,NA,NA,7,NA,NA,29.95,NA,0.77,14.59,5.33,2.82,56.17,NA,7,NA,1.1116,0.880149324290776,0.880149324290776
1984-09-11,"27",NA,NA,NA,NA,10,NA,NA,30.435,NA,0.91,20.03,4.1,6.1,83.66,NA,10,NA,1.222,1.09524495497424,1.09524495497424
1984-09-11,"30",NA,NA,NA,NA,NA,NA,NA,30.355,NA,0.86,16.39,2.76,10.11,110.39,NA,NA,NA,NA,NA,NA
1984-09-11,"32",NA,NA,NA,NA,12,NA,NA,30.125,NA,0.48,10.29,0.52,12.06,115.94,NA,12,NA,1.2956,1.22475540630535,1.22475540630535
1984-09-11,"34",NA,NA,NA,NA,NA,NA,NA,29.06,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-09-11,"36",NA,NA,NA,NA,27,NA,NA,27.69,22.8,1.49,61.07,1.67,20.56,152.72,NA,27,NA,1.8476,2.0134333078824,2.0134333078824
1984-10-04,"21",3,2.55,NA,NA,NA,NA,0.8,28.4466666666667,17.2,NA,NA,NA,NA,NA,2.85,NA,NA,NA,NA,0.8
1984-10-04,"22",NA,2.9,NA,NA,NA,NA,NA,28.4,17.4,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA
1984-10-04,"24",NA,1.9,NA,NA,NA,NA,NA,29.09,17.9,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA
1984-10-04,"27",0.7,1.2,NA,NA,NA,NA,NA,30.38,20.1,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
1984-10-04,"30",NA,2,NA,NA,NA,NA,NA,30.28,20.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1984-10-04,"32",3.95,3.85,NA,NA,NA,NA,1.5,30.03,20.15,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,1.5
1984-10-11,"21",3.3,3.35,NA,NA,NA,5.5,0.8,28.105,16.45,NA,NA,NA,NA,NA,3.35,5.5,NA,1.0564,0.759195438471868,0.8
1984-10-11,"22",NA,2.6,NA,NA,NA,4,NA,28.88,16.7,NA,NA,NA,NA,NA,2.6,4,NA,1.0012,0.62455981260374,0.62455981260374
1984-10-11,"24",2,2.4,NA,NA,NA,6,NA,28.39,17.8,NA,NA,NA,NA,NA,2,6,NA,1.0748,0.800788776895504,0.800788776895504
1984-10-11,"27",1.3,1.5,NA,NA,NA,7,NA,29.4,19.7,NA,NA,NA,NA,NA,1.3,7,NA,1.1116,0.880149324290776,0.880149324290776
1984-10-11,"30",NA,2.2,NA,NA,NA,10,NA,29.34,19.9,NA,NA,NA,NA,NA,2.2,10,NA,1.222,1.09524495497424,1.09524495497424
1984-10-11,"32",3.1,3.25,NA,NA,NA,12,1.2,29.03,19.4,NA,NA,NA,NA,NA,3.1,12,NA,1.2956,1.22475540630535,1.2
1985-01-23,"21",4.5,4.5,NA,NA,NA,17,1.4,28.365,NA,NA,NA,NA,NA,NA,5.05,17,NA,1.4796,1.51626967809365,1.4
1985-01-23,"22",NA,4.4,NA,NA,NA,16,NA,28.47,NA,NA,NA,NA,NA,NA,4.4,16,NA,1.4428,1.46095490456786,1.46095490456786
1985-01-23,"24",5.5,5.9,NA,NA,NA,17.5,1.6,27.42,NA,NA,NA,NA,NA,NA,5.85,17.5,NA,1.498,1.54345362541773,1.6
1985-01-23,"27",2.2,NA,NA,NA,NA,18.5,1.6,25.985,NA,NA,NA,NA,NA,NA,2.2,18.5,NA,1.5348,1.59693607169735,1.6
1985-01-23,"30",NA,1.3,NA,NA,NA,18,1.6,25.035,NA,NA,NA,NA,NA,NA,1.3,18,NA,1.5164,1.57033860331594,1.6
1985-01-23,"32",2.1,2.65,NA,NA,NA,20.5,1.8,24.305,NA,NA,NA,NA,NA,NA,2.6,20.5,NA,1.6084,1.70065561844587,1.8
1985-01-23,"34",NA,5.6,NA,NA,NA,22,NA,23.98,NA,NA,NA,NA,NA,NA,5.6,22,NA,1.6636,1.77589123888241,1.77589123888241
1985-01-23,"36",2.4,6.25,NA,NA,NA,18,2,23.015,NA,NA,NA,NA,NA,NA,4.65,18,NA,1.5164,1.57033860331594,2
1985-02-27,"30",1.4,1.6,NA,NA,NA,6,0.9,23.67,NA,NA,NA,NA,NA,NA,1.4,6,NA,1.0748,0.800788776895504,0.9
1985-02-27,"32",5.7,5.55,NA,NA,NA,7.5,1,21.845,NA,NA,NA,NA,NA,NA,5.55,7.5,NA,1.13,0.918171516204426,1
1985-03-07,"21",2.3,4.8,NA,NA,NA,14,1.4,27.67,11.6,NA,NA,NA,NA,NA,2.3,14,NA,1.3692,1.34613230652432,1.4
1985-03-07,"22",NA,4.9,NA,NA,NA,16,NA,29.94,11.55,NA,NA,NA,NA,NA,4.9,16,NA,1.4428,1.46095490456786,1.46095490456786
1985-03-07,"24",3.1,3.7,NA,NA,NA,14,1.4,29.005,12.01,NA,NA,NA,NA,NA,3.4,14,NA,1.3692,1.34613230652432,1.4
1985-03-07,"27",8.2,5.25,NA,NA,NA,28,2,25.945,11.935,NA,NA,NA,NA,NA,6.8,28,NA,1.8844,2.0588235844283,2
1985-03-07,"30",7.4,4.9,NA,NA,NA,20,1.8,25.225,11.91,NA,NA,NA,NA,NA,6.15,20,NA,1.59,1.67510736730568,1.8
1985-03-07,"32",4.6,5.2,NA,NA,NA,22.5,2,22.77,NA,NA,NA,NA,NA,NA,4.9,22.5,NA,1.682,1.80052495484597,2
1985-03-13,"21",3.8,2.55,NA,NA,NA,13.5,1.5,27.09,13.5,NA,NA,NA,NA,NA,3,13.5,NA,1.3508,1.31645452445371,1.5
1985-03-13,"22",NA,3.6,NA,NA,NA,12,NA,27.42,12.93,NA,NA,NA,NA,NA,3.6,12,NA,1.2956,1.22475540630535,1.22475540630535
1985-03-13,"24",8.8,9.35,NA,NA,NA,12.5,1.2,26.745,13.725,NA,NA,NA,NA,NA,9.95,12.5,NA,1.314,1.25579022825787,1.2
1985-03-13,"27",6.7,7.3,NA,NA,NA,18,1.4,25.495,13.61,NA,NA,NA,NA,NA,7.25,18,NA,1.5164,1.57033860331594,1.4
1985-03-13,"30",4.4,5.55,NA,NA,NA,17,1.6,24.095,13.54,NA,NA,NA,NA,NA,5.6,17,NA,1.4796,1.51626967809365,1.6
1985-03-13,"32",3.4,4.05,NA,NA,NA,16.5,1.6,23.485,13.23,NA,NA,NA,NA,NA,3.75,16.5,NA,1.4612,1.48877449196483,1.6
1985-03-21,"24",NA,7.7,NA,NA,NA,24,NA,27.22,13.4,NA,NA,NA,NA,NA,7.7,24,NA,1.7372,1.87318534993646,1.87318534993646
1985-03-21,"27",13.7,13.3,NA,NA,NA,20,NA,25.95,13.78,NA,NA,NA,NA,NA,13.7,20,NA,1.59,1.67510736730568,1.67510736730568
1985-03-21,"30",10.4,10.2,NA,NA,NA,12,NA,24.14,14.59,NA,NA,NA,NA,NA,10.4,12,NA,1.2956,1.22475540630535,1.22475540630535
1985-03-21,"32",NA,4.7,NA,NA,NA,16,NA,22.59,14.7,NA,NA,NA,NA,NA,4.7,16,NA,1.4428,1.46095490456786,1.46095490456786
1985-03-29,"21",10.2,10.4333333333333,NA,NA,NA,8.33333333333333,1,26.1966666666667,13.17,NA,NA,NA,NA,NA,9.93333333333333,8.33333333333333,NA,1.16066666666667,0.979429447888841,1
1985-03-29,"22",NA,19.9,NA,NA,NA,9,NA,27.5,NA,NA,NA,NA,NA,NA,19.9,9,NA,1.1852,1.02674339952874,1.02674339952874
1985-03-29,"24",23.5,21.05,NA,NA,NA,12.5,1.4,26.495,13.14,NA,NA,NA,NA,NA,23.2,12.5,NA,1.314,1.25579022825787,1.4
1985-03-29,"27",22.9,23.6,NA,NA,NA,15,1.5,24.97,13.32,NA,NA,NA,NA,NA,22.9,15,NA,1.406,1.40428482620167,1.5
1985-03-29,"30",33.4,30.7666666666667,NA,NA,NA,20.3333333333333,1.6,23.7233333333333,12.6833333333333,NA,NA,NA,NA,NA,31.1333333333333,20.3333333333333,NA,1.60226666666667,1.69216660932214,1.6
1985-03-29,"32",35.5,32.2,NA,NA,NA,27,2.2,22.145,12.615,NA,NA,NA,NA,NA,33.3,27,NA,1.8476,2.0134333078824,2.2
1985-03-29,"34",NA,36.4,NA,NA,NA,25,NA,21.1,11.71,NA,NA,NA,NA,NA,36.4,25,NA,1.774,1.92065113250827,1.92065113250827
1985-03-29,"36",41.9,40.1,NA,NA,NA,25,2.2,20.0966666666667,11.7633333333333,NA,NA,NA,NA,NA,41.7,25,NA,1.774,1.92065113250827,2.2
1985-04-08,"21",4.9,5.7,NA,NA,NA,20,1.5,28.23,15.05,NA,NA,NA,NA,NA,5.25,20,NA,1.59,1.67510736730568,1.5
1985-04-08,"22",NA,6.7,NA,NA,NA,19,NA,28.69,14.14,NA,NA,NA,NA,NA,6.7,19,NA,1.5532,1.62325675474799,1.62325675474799
1985-04-08,"24",8.7,9.65,NA,NA,NA,23,2,28.865,14.895,NA,NA,NA,NA,NA,9.5,23,NA,1.7004,1.82494770856468,2
1985-04-08,"27",13.8,14.2,NA,NA,NA,23.5,2,26.885,16.13,NA,NA,NA,NA,NA,14.75,23.5,NA,1.7188,1.84916583533076,2
1985-04-08,"30",15.1,19.95,NA,NA,NA,18.5,1.8,25.84,17.1,NA,NA,NA,NA,NA,20.1,18.5,NA,1.5348,1.59693607169735,1.8
1985-04-08,"32",22.9,26.45,NA,NA,NA,19,2,24.825,17.6,NA,NA,NA,NA,NA,25,19,NA,1.5532,1.62325675474799,2
1985-04-16,"21",5.2,5.15,NA,NA,NA,5.5,NA,29.06,15.475,NA,NA,NA,NA,NA,5.1,5.5,NA,1.0564,0.759195438471868,0.759195438471868
1985-04-16,"22",NA,3.7,NA,NA,NA,6,NA,29.32,14.88,NA,NA,NA,NA,NA,3.7,6,NA,1.0748,0.800788776895504,0.800788776895504
1985-04-16,"24",5.7,5,NA,NA,NA,5,0.8,28.64,15.82,NA,NA,NA,NA,NA,5.7,5,NA,1.038,0.716110223624623,0.8
1985-04-16,"27",8.2,8.3,NA,NA,NA,5,0.8,27.13,17.46,NA,NA,NA,NA,NA,8.2,5,NA,1.038,0.716110223624623,0.8
1985-04-16,"30",4.2,4.3,NA,NA,NA,6,0.9,26.05,17.7,NA,NA,NA,NA,NA,4.2,6,NA,1.0748,0.800788776895504,0.9
1985-04-16,"32",5.5,5.9,NA,NA,NA,10,1.2,24.97,18.53,NA,NA,NA,NA,NA,5.5,10,NA,1.222,1.09524495497424,1.2
